"","id_colaborador","nome","sexo_biologico","idade","cargo","nota_desempenho","remuneracao","horas_treinamento"
"3402","EST003402","Gustavo Silva","Masculino",45,"Estoquista","Excelente",5592.17,26
"3403","EST003403","Pietra Rezende","Feminino",27,"Estoquista","Excelente",4278.34,14
"3404","EST003404","Felipe Moreira","Masculino",26,"Estoquista","Excelente",3890.3,20
"3405","EST003405","Giovanna Novais","Feminino",18,"Estoquista","Bom",3435.56,23
"3406","EST003406","Maria Sophia Lima","Feminino",27,"Estoquista","Insuficiente",3700.55,21
"3407","EST003407","Maria Luísa Silveira","Feminino",42,"Estoquista","Excelente",4407.4,33
"3408","EST003408","Maria Alice Souza","Feminino",19,"Estoquista","Regular",4252.54,14
"3409","EST003409","Erick Silva","Masculino",44,"Estoquista","Bom",4249.72,25
"3410","EST003410","João Guilherme Marques","Masculino",27,"Estoquista","Insuficiente",2439.86,25
"3411","EST003411","Gael da Rosa","Masculino",38,"Estoquista","Bom",2612.12,18
"3412","EST003412","Enzo Rocha","Masculino",44,"Estoquista","Excelente",2551.5,23
"3413","EST003413","Leandro Martins","Masculino",30,"Estoquista","Insuficiente",4688.5,17
"3414","EST003414","João Miguel Siqueira","Masculino",39,"Estoquista","Excelente",4399.07,24
"3415","EST003415","Ana Luiza Moreira","Feminino",26,"Estoquista","Bom",3059.65,21
"3416","EST003416","Emanuella Mendes","Feminino",37,"Estoquista","Insuficiente",3571.27,23
"3417","EST003417","Renan Cavalcanti","Masculino",39,"Estoquista","Excelente",4017.42,21
"3418","EST003418","Giovanna Barros","Feminino",31,"Estoquista","Bom",2146.1,24
"3419","EST003419","João Guilherme Câmara","Masculino",53,"Estoquista","Insuficiente",2426.03,24
"3420","EST003420","Pedro Henrique Abreu","Masculino",44,"Estoquista","Insuficiente",3988.65,24
"3421","EST003421","Maria Clara da Cruz","Feminino",23,"Estoquista","Regular",2746.41,20
"3422","EST003422","Juliana Ribeiro","Feminino",29,"Estoquista","Excelente",3378.67,23
"3423","EST003423","Luna Farias","Feminino",29,"Estoquista","Regular",4575.96,18
"3424","EST003424","Arthur Miguel Camargo","Masculino",38,"Estoquista","Regular",2474.78,19
"3425","EST003425","Maria Luísa Gonçalves","Feminino",55,"Estoquista","Regular",4329.13,18
"3426","EST003426","Elisa da Costa","Feminino",34,"Estoquista","Insuficiente",4055.36,21
"3427","EST003427","Maria Clara Sousa","Feminino",18,"Estoquista","Excelente",2594.4,20
"3428","EST003428","Sofia Barros","Feminino",25,"Estoquista","Excelente",4959.22,22
"3429","EST003429","Lara Castro","Feminino",18,"Estoquista","Bom",4487.44,14
"3430","EST003430","Lorena Vieira","Feminino",27,"Estoquista","Insuficiente",2465.01,20
"3431","EST003431","Maria Isis Cavalcanti","Feminino",18,"Estoquista","Bom",2439.91,15
"3432","EST003432","Bruna Barbosa","Feminino",21,"Estoquista","Insuficiente",4521.46,28
"3433","EST003433","Heloisa Duarte","Feminino",18,"Estoquista","Insuficiente",3623.55,19
"3434","EST003434","Benjamin Albuquerque","Masculino",41,"Estoquista","Insuficiente",2751.31,22
"3435","EST003435","Ísis Novais","Feminino",30,"Estoquista","Insuficiente",2850.3,26
"3436","EST003436","Luiz Felipe Costa","Masculino",40,"Estoquista","Insuficiente",3797.12,21
"3437","EST003437","Lucas Gabriel Azevedo","Masculino",36,"Estoquista","Insuficiente",4519.79,20
"3438","EST003438","Ana Beatriz Moreira","Feminino",18,"Estoquista","Regular",2758.67,22
"3439","EST003439","Allana Oliveira","Feminino",35,"Estoquista","Excelente",4611.26,26
"3440","EST003440","Lunna Oliveira","Feminino",49,"Estoquista","Excelente",3866.7,27
"3441","EST003441","Vitor da Rocha","Masculino",41,"Estoquista","Excelente",4186.64,23
"3442","EST003442","Guilherme Aparecida","Masculino",33,"Estoquista","Excelente",4929.28,17
"3443","EST003443","Francisco Marques","Masculino",23,"Estoquista","Excelente",3205.21,25
"3444","EST003444","Ana Beatriz Pinto","Feminino",21,"Estoquista","Insuficiente",4215.47,10
"3445","EST003445","Luna Sá","Feminino",35,"Estoquista","Regular",2585.23,16
"3446","EST003446","Hellena Silveira","Feminino",41,"Estoquista","Excelente",4998.6,17
"3447","EST003447","Juliana Teixeira","Feminino",33,"Estoquista","Regular",2931.1,18
"3448","EST003448","Maria Flor Macedo","Feminino",38,"Estoquista","Bom",3167.57,14
"3449","EST003449","Lara Silva","Feminino",37,"Estoquista","Excelente",3193.97,25
"3450","EST003450","Luan Ribeiro","Masculino",42,"Estoquista","Insuficiente",4851.74,22
"3451","EST003451","José Barbosa","Masculino",30,"Estoquista","Excelente",2564.89,29
"3452","EST003452","Ana Beatriz Martins","Feminino",32,"Estoquista","Regular",3695.75,12
"3453","EST003453","Ana Carolina Garcia","Feminino",22,"Estoquista","Excelente",4411.25,24
"3454","EST003454","Enzo Gomes","Masculino",37,"Estoquista","Bom",2310.8,19
"3455","EST003455","Marina da Rocha","Feminino",33,"Estoquista","Insuficiente",4080.27,20
"3456","EST003456","João Guilherme Cardoso","Masculino",54,"Estoquista","Excelente",3426.81,16
"3457","EST003457","Josué Lima","Masculino",24,"Estoquista","Insuficiente",4823.51,17
"3458","EST003458","Lorena Vasconcelos","Feminino",35,"Estoquista","Excelente",5308.14,29
"3459","EST003459","Antonella Fernandes","Feminino",45,"Estoquista","Bom",3652.33,21
"3460","EST003460","Ester Casa Grande","Feminino",38,"Estoquista","Insuficiente",3068.75,14
"3461","EST003461","João Lucas das Neves","Masculino",45,"Estoquista","Insuficiente",4247.39,18
"3462","EST003462","Davi Lucas da Paz","Masculino",43,"Estoquista","Excelente",4918.58,22
"3463","EST003463","Sarah da Conceição","Feminino",43,"Estoquista","Excelente",3073.69,22
"3464","EST003464","Mariana Caldeira","Feminino",19,"Estoquista","Regular",3430.91,20
"3465","EST003465","Renan Teixeira","Masculino",23,"Estoquista","Excelente",2743.63,24
"3466","EST003466","Pietra Lima","Feminino",30,"Estoquista","Bom",2491.75,25
"3467","EST003467","Bernardo Araújo","Masculino",18,"Estoquista","Regular",2827.77,29
"3468","EST003468","Daniela Pimenta","Feminino",42,"Estoquista","Bom",2810.09,18
"3469","EST003469","Heloisa da Rosa","Feminino",42,"Estoquista","Excelente",3620.13,23
"3470","EST003470","Benjamim Cavalcanti","Masculino",33,"Estoquista","Bom",3199.59,16
"3471","EST003471","Mathias Martins","Masculino",33,"Estoquista","Insuficiente",4680.21,11
"3472","EST003472","Isis Sousa","Feminino",29,"Estoquista","Bom",3585.75,20
"3473","EST003473","Eloah Novais","Feminino",31,"Estoquista","Regular",4675.73,16
"3474","EST003474","Kamilly Cirino","Feminino",31,"Estoquista","Excelente",3551.14,11
"3475","EST003475","Maria Alice Garcia","Feminino",36,"Estoquista","Excelente",3405.94,29
"3476","EST003476","Olívia Teixeira","Feminino",28,"Estoquista","Excelente",4803,19
"3477","EST003477","Aurora Gonçalves","Feminino",39,"Estoquista","Bom",4806.73,17
"3478","EST003478","Kevin Sousa","Masculino",41,"Estoquista","Excelente",4319.34,27
"3479","EST003479","Josué Nunes","Masculino",31,"Estoquista","Bom",2733.43,21
"3480","EST003480","Cauã Silva","Masculino",50,"Estoquista","Regular",3752.14,18
"3481","EST003481","Pedro Vieira","Masculino",23,"Estoquista","Regular",2998.14,25
"3482","EST003482","Lunna Moreira","Feminino",29,"Estoquista","Excelente",2957.37,21
"3483","EST003483","Mateus Camargo","Masculino",47,"Estoquista","Regular",3352.59,17
"3484","EST003484","Ana Julia Fogaça","Feminino",23,"Estoquista","Regular",3232.3,21
"3485","EST003485","Valentina Garcia","Feminino",33,"Estoquista","Excelente",2503.88,17
"3486","EST003486","Pietra Duarte","Feminino",35,"Estoquista","Excelente",4006.13,28
"3487","EST003487","Enzo Vargas","Masculino",28,"Estoquista","Bom",4773.57,21
"3488","EST003488","Arthur Câmara","Masculino",36,"Estoquista","Bom",5115.37,16
"3489","EST003489","Davi Miguel das Neves","Masculino",35,"Estoquista","Excelente",3946.92,21
"3490","EST003490","Léo Moraes","Masculino",31,"Estoquista","Excelente",3917.08,25
"3491","EST003491","Cauã Alves","Masculino",60,"Estoquista","Excelente",4066.2,20
"3492","EST003492","Melissa Silveira","Feminino",22,"Estoquista","Insuficiente",3813.14,24
"3493","EST003493","Ana Luiza Novais","Feminino",40,"Estoquista","Regular",2731.2,26
"3494","EST003494","Lívia Siqueira","Feminino",26,"Estoquista","Bom",4810.85,21
"3495","EST003495","Lívia Alves","Feminino",19,"Estoquista","Insuficiente",3562.9,19
"3496","EST003496","José Miguel Vasconcelos","Masculino",38,"Estoquista","Bom",3173.6,21
"3497","EST003497","Maria Eduarda Ribeiro","Feminino",36,"Estoquista","Regular",3880.52,17
"3498","EST003498","Agatha da Rocha","Feminino",39,"Estoquista","Excelente",5290.12,15
"3499","EST003499","Isaac Ribeiro","Masculino",53,"Estoquista","Bom",3590.28,20
"3500","EST003500","Isis Pires","Feminino",59,"Estoquista","Excelente",3804.95,26
"3501","EST003501","Lucas Albuquerque","Masculino",40,"Estoquista","Bom",2632.27,22
"3502","EST003502","Daniela da Mota","Feminino",23,"Estoquista","Excelente",3615.95,24
"3503","EST003503","Isabel Santos","Feminino",35,"Estoquista","Excelente",3142.24,20
"3504","EST003504","João Guilherme Vargas","Masculino",34,"Estoquista","Excelente",2453.43,22
"3505","EST003505","Ana Júlia Martins","Feminino",39,"Estoquista","Bom",4119.72,20
"3506","EST003506","Jade Nascimento","Feminino",18,"Estoquista","Insuficiente",4284.1,19
"3507","EST003507","Maria Isis Albuquerque","Feminino",54,"Estoquista","Bom",3040.23,22
"3508","EST003508","Kaique Oliveira","Masculino",46,"Estoquista","Insuficiente",4856.53,10
"3509","EST003509","Ana Carolina Lopes","Feminino",18,"Estoquista","Regular",4482.86,13
"3510","EST003510","Benjamim Ramos","Masculino",30,"Estoquista","Bom",5115.89,31
"3511","EST003511","Gael Castro","Masculino",45,"Estoquista","Excelente",5108.33,23
"3512","EST003512","Otto Campos","Masculino",49,"Estoquista","Insuficiente",4662.68,17
"3513","EST003513","Juliana Peixoto","Feminino",18,"Estoquista","Excelente",4221.49,17
"3514","EST003514","Pietra Rocha","Feminino",37,"Estoquista","Regular",4602.36,12
"3515","EST003515","Clara Marques","Feminino",18,"Estoquista","Bom",4837.24,18
"3516","EST003516","Luara Rodrigues","Feminino",29,"Estoquista","Bom",3273.36,26
"3517","EST003517","Rafael Pastor","Masculino",48,"Estoquista","Excelente",4595.02,16
"3518","EST003518","Pedro Henrique Novaes","Masculino",31,"Estoquista","Bom",4964.8,17
"3519","EST003519","Caio Melo","Masculino",22,"Estoquista","Insuficiente",3249.22,26
"3520","EST003520","Henry Gabriel Oliveira","Masculino",38,"Estoquista","Insuficiente",3172.17,18
"3521","EST003521","Igor Dias","Masculino",31,"Estoquista","Insuficiente",2207.49,25
"3522","EST003522","Rael Silveira","Masculino",43,"Estoquista","Excelente",3938.45,17
"3523","EST003523","Davi Luiz Araújo","Masculino",28,"Estoquista","Bom",4454.17,15
"3524","EST003524","Vitor Gabriel Rezende","Masculino",29,"Estoquista","Excelente",3413.81,21
"3525","EST003525","Cauê da Paz","Masculino",18,"Estoquista","Insuficiente",3424.74,20
"3526","EST003526","Bryan Siqueira","Masculino",39,"Estoquista","Excelente",3148.22,20
"3527","EST003527","Maria Isis Cunha","Feminino",28,"Estoquista","Bom",4357.39,15
"3528","EST003528","Amanda Ramos","Feminino",18,"Estoquista","Insuficiente",3826.63,18
"3529","EST003529","Valentina da Rocha","Feminino",32,"Estoquista","Bom",2170.28,24
"3530","EST003530","Arthur Gabriel Freitas","Masculino",47,"Estoquista","Bom",3740,18
"3531","EST003531","Gustavo Henrique Novais","Masculino",35,"Estoquista","Excelente",4382.05,16
"3532","EST003532","Julia Melo","Feminino",33,"Estoquista","Bom",4107.63,23
"3533","EST003533","Asafe Brito","Masculino",40,"Estoquista","Insuficiente",4181.94,19
"3534","EST003534","Otávio Jesus","Masculino",25,"Estoquista","Bom",4569.63,19
"3535","EST003535","Diogo Marques","Masculino",58,"Estoquista","Excelente",4349.03,13
"3536","EST003536","Matteo da Rosa","Masculino",32,"Estoquista","Excelente",3623.15,27
"3537","EST003537","Calebe da Rosa","Masculino",44,"Estoquista","Excelente",3225.33,21
"3538","EST003538","Luiz Fernando Costela","Masculino",45,"Estoquista","Bom",4994.54,23
"3539","EST003539","Julia Farias","Feminino",29,"Estoquista","Excelente",5206.46,29
"3540","EST003540","Lucas Gabriel Gomes","Masculino",43,"Estoquista","Bom",2605.63,17
"3541","EST003541","Antony Porto","Masculino",39,"Estoquista","Bom",2938.7,30
"3542","EST003542","Isabel Viana","Feminino",18,"Estoquista","Regular",3965.51,21
"3543","EST003543","Henry Gabriel da Mata","Masculino",34,"Estoquista","Excelente",4969.23,27
"3544","EST003544","Levi Borges","Masculino",31,"Estoquista","Regular",4960.87,19
"3545","EST003545","Ágatha Siqueira","Feminino",25,"Estoquista","Bom",4916.79,16
"3546","EST003546","Bento Andrade","Masculino",24,"Estoquista","Bom",5161.5,18
"3547","EST003547","Pedro Lucas Sampaio","Masculino",48,"Estoquista","Insuficiente",4208.31,30
"3548","EST003548","Diogo Carvalho","Masculino",53,"Estoquista","Excelente",2708.66,18
"3549","EST003549","Josué Pinto","Masculino",47,"Estoquista","Bom",3520.98,26
"3550","EST003550","Maria Cecília Fonseca","Feminino",43,"Estoquista","Excelente",4248.45,24
"3551","EST003551","Manuella Barbosa","Feminino",27,"Estoquista","Bom",2606.49,33
"3552","EST003552","José Pimenta","Masculino",31,"Estoquista","Bom",3693.54,16
"3553","EST003553","Ana Beatriz Borges","Feminino",22,"Estoquista","Excelente",5029.71,20
"3554","EST003554","José Jesus","Masculino",43,"Estoquista","Regular",2899.71,24
"3555","EST003555","Pedro Lucas Ribeiro","Masculino",39,"Estoquista","Bom",3231.22,20
"3556","EST003556","Ana Laura Souza","Feminino",29,"Estoquista","Regular",4489.94,22
"3557","EST003557","Lorenzo Pinto","Masculino",50,"Estoquista","Excelente",5593.39,19
"3558","EST003558","Lucas Gabriel da Paz","Masculino",41,"Estoquista","Excelente",5336.29,25
"3559","EST003559","Caleb Gomes","Masculino",29,"Estoquista","Regular",2861.7,21
"3560","EST003560","Enzo Gabriel Ferreira","Masculino",30,"Estoquista","Excelente",4902.99,26
"3561","EST003561","Luiz Felipe Souza","Masculino",44,"Estoquista","Regular",2367.91,17
"3562","EST003562","Allana Barros","Feminino",40,"Estoquista","Excelente",4683.96,20
"3563","EST003563","Lucca Siqueira","Masculino",43,"Estoquista","Excelente",5540.73,26
"3564","EST003564","Heitor Rezende","Masculino",56,"Estoquista","Insuficiente",4829.13,18
"3565","EST003565","Joaquim Aragão","Masculino",53,"Estoquista","Regular",2374.58,8
"3566","EST003566","Stephany Montenegro","Feminino",34,"Estoquista","Bom",2547.13,28
"3567","EST003567","Melina Dias","Feminino",22,"Estoquista","Insuficiente",4184.21,26
"3568","EST003568","Luna Pereira","Feminino",18,"Estoquista","Regular",4672.18,17
"3569","EST003569","Esther Guerra","Feminino",26,"Estoquista","Bom",2885.62,17
"3570","EST003570","Sara Moura","Feminino",38,"Estoquista","Insuficiente",2517.4,22
"3571","EST003571","Thomas Vasconcelos","Masculino",55,"Estoquista","Regular",4970.49,25
"3572","EST003572","João Melo","Masculino",41,"Estoquista","Bom",3235.93,17
"3573","EST003573","Rebeca Porto","Feminino",42,"Estoquista","Bom",4569.75,17
"3574","EST003574","Helena Abreu","Feminino",28,"Estoquista","Insuficiente",2763.09,16
"3575","EST003575","Valentina da Mota","Feminino",36,"Estoquista","Excelente",3501.51,13
"3576","EST003576","João Pedro Machado","Masculino",45,"Estoquista","Excelente",3956.41,10
"3577","EST003577","Luiz Otávio Rocha","Masculino",18,"Estoquista","Excelente",3336.37,21
"3578","EST003578","Vinicius Azevedo","Masculino",33,"Estoquista","Excelente",5172.02,21
"3579","EST003579","Lívia Santos","Feminino",39,"Estoquista","Excelente",5211.22,25
"3580","EST003580","Anthony Gabriel Monteiro","Masculino",40,"Estoquista","Insuficiente",2825.3,12
"3581","EST003581","Henry Gabriel Araújo","Masculino",25,"Estoquista","Regular",2932.03,19
"3582","EST003582","Pietra Silveira","Feminino",18,"Estoquista","Excelente",2481.82,27
"3583","EST003583","Benício Macedo","Masculino",33,"Estoquista","Regular",4937.01,16
"3584","EST003584","Natália Marques","Feminino",29,"Estoquista","Bom",2367.98,16
"3585","EST003585","Otávio Duarte","Masculino",28,"Estoquista","Bom",4375.76,23
"3586","EST003586","Emanuel Moraes","Masculino",38,"Estoquista","Bom",4835.76,14
"3587","EST003587","Breno Ribeiro","Masculino",42,"Estoquista","Insuficiente",2601.67,24
"3588","EST003588","Maria Cecília Brito","Feminino",37,"Estoquista","Excelente",3616.06,19
"3589","EST003589","Eduardo Azevedo","Masculino",18,"Estoquista","Excelente",3266.51,27
"3590","EST003590","Renan Moreira","Masculino",24,"Estoquista","Excelente",3422.45,27
"3591","EST003591","Natália Fernandes","Feminino",27,"Estoquista","Regular",3763.29,15
"3592","EST003592","Nathan Monteiro","Masculino",43,"Estoquista","Regular",3435.97,20
"3593","EST003593","Sofia Gomes","Feminino",35,"Estoquista","Excelente",2743.21,10
"3594","EST003594","Cecília Porto","Feminino",35,"Estoquista","Excelente",3923.9,25
"3595","EST003595","Gael Henrique Barros","Masculino",33,"Estoquista","Regular",2804.16,18
"3596","EST003596","Juliana Barros","Feminino",27,"Estoquista","Regular",4298.54,26
"3597","EST003597","Pedro Miguel Leão","Masculino",30,"Estoquista","Bom",2803.2,12
"3598","EST003598","Catarina da Luz","Feminino",38,"Estoquista","Insuficiente",3891.76,21
"3599","EST003599","Augusto Souza","Masculino",28,"Estoquista","Insuficiente",4930.39,25
"3600","EST003600","Luna Nogueira","Feminino",39,"Estoquista","Excelente",4687.17,28
"3601","EST003601","André da Cunha","Masculino",39,"Estoquista","Bom",3240.89,20
"3602","EST003602","Isabelly Peixoto","Feminino",30,"Estoquista","Excelente",3682.88,30
"3603","EST003603","Davi Miguel Gonçalves","Masculino",30,"Estoquista","Regular",4560.59,15
"3604","EST003604","Francisco Camargo","Masculino",23,"Estoquista","Bom",3857.77,21
"3605","EST003605","Noah Costela","Masculino",31,"Estoquista","Excelente",5502.89,22
"3606","EST003606","Cauã Melo","Masculino",34,"Estoquista","Regular",3971.32,17
"3607","EST003607","Mariah Cavalcante","Feminino",18,"Estoquista","Insuficiente",3402.1,17
"3608","EST003608","José Pedro Sales","Masculino",35,"Estoquista","Excelente",2920.72,16
"3609","EST003609","Luana Macedo","Feminino",39,"Estoquista","Excelente",4677.58,15
"3610","EST003610","Valentina Barbosa","Feminino",36,"Estoquista","Excelente",3441.56,22
"3611","EST003611","Ana Lívia Cassiano","Feminino",25,"Estoquista","Bom",3754.88,23
"3612","EST003612","Danilo Pinto","Masculino",37,"Estoquista","Regular",2930.02,17
"3613","EST003613","Enzo Novais","Masculino",31,"Estoquista","Bom",3912.58,18
"3614","EST003614","Antonella Oliveira","Feminino",31,"Estoquista","Bom",3231.59,16
"3615","EST003615","Yuri Moreira","Masculino",52,"Estoquista","Regular",3021.12,20
"3616","EST003616","Daniel Costa","Masculino",47,"Estoquista","Bom",3770.29,18
"3617","EST003617","Hadassa Fogaça","Feminino",35,"Estoquista","Bom",3929.64,19
"3618","EST003618","Gabrielly Lopes","Feminino",25,"Estoquista","Bom",4126.4,22
"3619","EST003619","Bruna Costela","Feminino",37,"Estoquista","Insuficiente",4276.15,20
"3620","EST003620","Luiz Henrique Teixeira","Masculino",20,"Estoquista","Excelente",2635.98,18
"3621","EST003621","Marina Nascimento","Feminino",27,"Estoquista","Excelente",3710.55,19
"3622","EST003622","Fernando Guerra","Masculino",43,"Estoquista","Excelente",4538.35,15
"3623","EST003623","Emanuel da Luz","Masculino",44,"Estoquista","Insuficiente",2251.1,21
"3624","EST003624","Clara Cassiano","Feminino",37,"Estoquista","Bom",3212.47,22
"3625","EST003625","João Albuquerque","Masculino",40,"Estoquista","Excelente",2446.63,28
"3626","EST003626","Leonardo Cunha","Masculino",35,"Estoquista","Insuficiente",4830.61,18
"3627","EST003627","Asafe Correia","Masculino",42,"Estoquista","Insuficiente",4931.06,22
"3628","EST003628","Marcela Montenegro","Feminino",20,"Estoquista","Insuficiente",3458.35,27
"3629","EST003629","Brenda Peixoto","Feminino",22,"Estoquista","Excelente",4875.89,24
"3630","EST003630","Isadora Ribeiro","Feminino",31,"Estoquista","Insuficiente",4181.25,16
"3631","EST003631","Eloá Câmara","Feminino",32,"Estoquista","Excelente",2532.54,20
"3632","EST003632","Vitor Hugo Leão","Masculino",19,"Estoquista","Excelente",5347.56,22
"3633","EST003633","Gustavo Henrique Fernandes","Masculino",42,"Estoquista","Bom",4912.73,22
"3634","EST003634","Yan Gomes","Masculino",45,"Estoquista","Bom",3578.87,14
"3635","EST003635","Nicolas da Luz","Masculino",36,"Estoquista","Excelente",3501.41,8
"3636","EST003636","Arthur Miguel Montenegro","Masculino",61,"Estoquista","Bom",4212.6,22
"3637","EST003637","Ana Lívia Caldeira","Feminino",23,"Estoquista","Insuficiente",4016.23,12
"3638","EST003638","Arthur Fogaça","Masculino",33,"Estoquista","Bom",4126.42,18
"3639","EST003639","Renan Porto","Masculino",33,"Estoquista","Bom",2965.81,15
"3640","EST003640","Léo Vargas","Masculino",36,"Estoquista","Excelente",3288.21,15
"3641","EST003641","Alexandre das Neves","Masculino",34,"Estoquista","Insuficiente",4162.77,22
"3642","EST003642","Vitória Montenegro","Feminino",18,"Estoquista","Excelente",4760.89,30
"3643","EST003643","Fernando Souza","Masculino",32,"Estoquista","Bom",2832.21,17
"3644","EST003644","Rhavi da Conceição","Masculino",36,"Estoquista","Excelente",4645.6,21
"3645","EST003645","Laura da Paz","Feminino",42,"Estoquista","Insuficiente",2965.08,23
"3646","EST003646","Mateus Leão","Masculino",59,"Estoquista","Excelente",4432.37,21
"3647","EST003647","Renan Ramos","Masculino",50,"Estoquista","Bom",4611.7,16
"3648","EST003648","Matteo Siqueira","Masculino",29,"Estoquista","Bom",4700.88,18
"3649","EST003649","Mariana Sousa","Feminino",23,"Estoquista","Insuficiente",2684.81,22
"3650","EST003650","Daniela Moura","Feminino",28,"Estoquista","Excelente",2575.58,20
"3651","EST003651","Maysa Araújo","Feminino",48,"Estoquista","Bom",4507.69,15
"3652","EST003652","Benício Borges","Masculino",35,"Estoquista","Excelente",2957.33,22
"3653","EST003653","Larissa Santos","Feminino",18,"Estoquista","Insuficiente",2133.56,15
"3654","EST003654","Pedro Pereira","Masculino",32,"Estoquista","Bom",2542.53,19
"3655","EST003655","Bento Cassiano","Masculino",45,"Estoquista","Bom",4322.8,23
"3656","EST003656","Rafael Lima","Masculino",44,"Estoquista","Bom",4315.34,24
"3657","EST003657","João Miguel Sousa","Masculino",35,"Estoquista","Excelente",4429.69,20
"3658","EST003658","João Guilherme Garcia","Masculino",44,"Estoquista","Excelente",5282.42,23
"3659","EST003659","Emilly Ramos","Feminino",18,"Estoquista","Bom",3085.03,14
"3660","EST003660","Fernanda Pereira","Feminino",31,"Estoquista","Insuficiente",2098.63,10
"3661","EST003661","Lucas Mendes","Masculino",46,"Estoquista","Bom",3511.81,24
"3662","EST003662","Théo Mendes","Masculino",29,"Estoquista","Insuficiente",3795.44,15
"3663","EST003663","Caio Casa Grande","Masculino",29,"Estoquista","Excelente",2540.84,12
"3664","EST003664","Vitor Hugo Pereira","Masculino",18,"Estoquista","Insuficiente",3720.43,23
"3665","EST003665","Valentina Correia","Feminino",46,"Estoquista","Bom",2893.64,11
"3666","EST003666","Felipe Cavalcanti","Masculino",30,"Estoquista","Bom",3877.68,22
"3667","EST003667","Marcela Barros","Feminino",32,"Estoquista","Bom",3649.41,18
"3668","EST003668","Vinicius Rezende","Masculino",43,"Estoquista","Regular",4489.82,26
"3669","EST003669","Cauê Santos","Masculino",52,"Estoquista","Regular",3523.47,15
"3670","EST003670","Caio Correia","Masculino",35,"Estoquista","Bom",3707.24,19
"3671","EST003671","Cauã Mendonça","Masculino",32,"Estoquista","Bom",4224.08,22
"3672","EST003672","Ravi Cunha","Masculino",39,"Estoquista","Excelente",3085.87,11
"3673","EST003673","Sofia Silva","Feminino",43,"Estoquista","Excelente",2545.04,22
"3674","EST003674","Mathias Pires","Masculino",35,"Estoquista","Excelente",4963.58,27
"3675","EST003675","Nina Fonseca","Feminino",20,"Estoquista","Bom",2871.72,22
"3676","EST003676","Eduardo Barbosa","Masculino",22,"Estoquista","Bom",2928.08,23
"3677","EST003677","Cauã Sampaio","Masculino",25,"Estoquista","Regular",4237.19,16
"3678","EST003678","Lorenzo Casa Grande","Masculino",46,"Estoquista","Regular",4044.38,9
"3679","EST003679","Antonella Mendonça","Feminino",27,"Estoquista","Excelente",4362.32,23
"3680","EST003680","Nathan da Cruz","Masculino",31,"Estoquista","Regular",4895.12,19
"3681","EST003681","Larissa Araújo","Feminino",23,"Estoquista","Excelente",3607.48,25
"3682","EST003682","André Barros","Masculino",38,"Estoquista","Regular",5037.31,21
"3683","EST003683","Lívia Porto","Feminino",28,"Estoquista","Excelente",5149.44,18
"3684","EST003684","Davi Nascimento","Masculino",34,"Estoquista","Regular",5025.46,31
"3685","EST003685","Maria Eduarda Silva","Feminino",43,"Estoquista","Bom",3647.44,11
"3686","EST003686","Stephany Pires","Feminino",45,"Estoquista","Bom",2967.51,24
"3687","EST003687","Stella da Cruz","Feminino",18,"Estoquista","Regular",3728.74,28
"3688","EST003688","Diogo Sá","Masculino",40,"Estoquista","Excelente",5305.84,22
"3689","EST003689","Isaque Leão","Masculino",29,"Estoquista","Excelente",3821.44,24
"3690","EST003690","Diego Vasconcelos","Masculino",35,"Estoquista","Bom",3092.46,22
"3691","EST003691","Anna Liz Albuquerque","Feminino",33,"Estoquista","Insuficiente",1929.64,22
"3692","EST003692","João Felipe Moura","Masculino",35,"Estoquista","Bom",4757.07,24
"3693","EST003693","Pietra das Neves","Feminino",32,"Estoquista","Excelente",4028.89,16
"3694","EST003694","Nicolas Porto","Masculino",44,"Estoquista","Bom",4714.69,25
"3695","EST003695","João Gabriel Montenegro","Masculino",40,"Estoquista","Bom",5082.01,22
"3696","EST003696","Gustavo Peixoto","Masculino",31,"Estoquista","Bom",3432.83,19
"3697","EST003697","Natália Teixeira","Feminino",24,"Estoquista","Insuficiente",3482.49,21
"3698","EST003698","Olivia Barros","Feminino",18,"Estoquista","Bom",4668.68,19
"3699","EST003699","Rebeca Cassiano","Feminino",21,"Estoquista","Excelente",4634.92,16
"3700","EST003700","Antônio Pinto","Masculino",57,"Estoquista","Excelente",4048.35,21
"3701","EST003701","Joana Costela","Feminino",22,"Estoquista","Bom",3350.18,17
"3702","EST003702","Stephany Silva","Feminino",18,"Estoquista","Regular",3589.34,19
"3703","EST003703","Pedro Henrique Novais","Masculino",40,"Estoquista","Excelente",5656.95,21
"3704","EST003704","Valentina Jesus","Feminino",29,"Estoquista","Insuficiente",2996.01,16
"3705","EST003705","Isabela Martins","Feminino",28,"Estoquista","Excelente",4479.04,21
"3706","EST003706","Olívia Cardoso","Feminino",44,"Estoquista","Bom",2644.14,18
"3707","EST003707","Julia Marques","Feminino",35,"Estoquista","Excelente",4634.39,14
"3708","EST003708","Luiz Henrique Rocha","Masculino",32,"Estoquista","Insuficiente",2308.46,26
"3709","EST003709","Theo Viana","Masculino",33,"Estoquista","Regular",4290.4,20
"3710","EST003710","Raquel da Luz","Feminino",25,"Estoquista","Excelente",3210.94,23
"3711","EST003711","Leandro Carvalho","Masculino",46,"Estoquista","Insuficiente",4193.46,20
"3712","EST003712","Ana Sophia Porto","Feminino",27,"Estoquista","Excelente",4297.86,9
"3713","EST003713","Isis Correia","Feminino",18,"Estoquista","Regular",4597.55,32
